name,bio,sponsers,insta-followers,insta-rank,yt-views,yt-rank,funded,paid,backers
Gary Ogea,"Goofy,  Age 19,  Baton Rouge USA",None.,,,,,$0,$0,0
Hunter Overstreet,"Goofy,  Age 18,  orange city USA",Cocky Clothing.,,,,,$0,$0,0
Griffin O'Conner,"Regular,  Age 11,  Mesa USA",None.,,,,,$0,$0,0
Fredi Ortega,"Goofy,  Age 23,  Seattle USA",None.,,,,,$0,$0,0
Gilbert Ortega,"Goofy,  Age 25,  Mesa USA",None.,,,,,$0,$0,0
Frank Ortega,"Regular,  Age 16,  Hollywood USA",None.,,,,,$0,$0,0
Chase Pauza,Vernon Hills USA,None.,,,,,$0,$0,0
Chase Payeur,"Goofy,  Age 20,  Springfield USA",None.,,,,,$0,$0,0
Gabe OHara,"Regular,  Age 17,  Saint Johns USA",None.,,,,,$0,$0,0
Charlos Padilla,PUR,None.,"1,595","1,812",0,0,$0,$0,0
Chad Poore,"Regular,  Age 24,  Orlando USA","Blooze Skateboards, Lakai, Plus Skate Shop, Bones Wheels and Bearings.","2,547","1,417","19,560",916,$0,$0,0
Chance Peterson,"Regular,  Age 21,  Minneapolis USA",None.,,,,,$0,$0,0
Chris Perezz,"Regular,  Age 18,  portland USA",None.,,,,,$0,$0,0
Filipe Ortiz,"Regular,  Age 27,  Curitiba BRA","Öus, Independent, Oj Wheels, High Co, Mob Grip, Tropicalients, Stance.","22,815",451,0,0,$0,$0,0
Cedric Pabich,"Regular,  Age 17,  Ocean City USA","Anti Hero, VANS (flow), Independent, Spitfire, RVCA, Jessup, Bronson, Furnace Skate Shop.",,,,,$0,$0,0
Cesar Prado,"Goofy,  Age 18,  Los Angeles USA",None.,,,,,$0,$0,0
Cesare Pretti,"Goofy,  Age 20,  Milano ITA",tony marello.,,,,,$0,$0,0
Carlos Puigdollers,"Regular,  Age 12,  Luquillo USA",SQU8 CLOTHING.,,,,,$0,$0,0
Carol Perez,"Goofy,  Age 25,  Los Angeles USA",None.,,,,,$0,$0,0
Garrett Orseno,"Goofy,  Age 21,  Celevland USA",None.,,,,,$0,$0,0
Gunnar Ornburg,"Regular,  Age 16,  Milwaukee USA",Phase 2 Skateboard Shop.,,,,,$0,$0,0
Carlos Piolho,"Regular,  Age 38,  Curitiba BRA","Kronik, Code, Indy, Enygma Skate Shop.","7,604",853,0,0,$0,$0,0
Hector Ortiz,"Goofy,  Age 18,  Barceloneta PUR",None.,,,,,$0,$0,0
Caleb Powers,"Goofy,  Age 26,  Portland USA",None.,,,,,$0,$0,0
Cameron Padilla,"Regular,   Witiata USA",None.,,,,,$0,$0,0
Cam Porter,"Goofy,  Age 13,  Aiken USA",None.,,,,,$0,$0,0
Caio Peres,"Regular,  Age 29,  Brazil BRA",On.,,,,,$0,$0,0
Bubba Peterson,"Age 26,  FORT MYERS USA",None.,,,,,$0,$0,0
Cade Pierce,"Regular,  Age 13,  Houston USA",None.,,,,,$0,$0,0
Bryce Peterson,"Regular,  Age 21,  Oakland USA",None.,,,,,$0,$0,0
Carlo Puigdolleis,"Regular,  Age 12,  Dallas USA",None.,,,,,$0,$0,0
Carlos Padilla,"Regular,  Age 25,  Aguascalientes MEX","""Litos"" Nike SB, Fore Street, 643 Supply, Arre!, Gato Negro.","6,701",907,0,0,$0,$0,0
Cameron Porter,Atlanta USA,None.,,,,,$0,$0,0
Bruno Placca,"Goofy,    USA",None.,,,,,$0,$0,0
Cade Petro,"Regular,  Age 16,  Tampa USA",None.,,,,,$0,$0,0
Brian Paulson,"Goofy,  Age 20,  Glendale USA",None.,,,,,$0,$0,0
Bryson Palmer,AUS,None.,,,,,$0,$0,0
Brian Patch,"Goofy,  Age 45,  Costa Mesa USA",None.,"1,836","1,691",0,0,$0,$0,0
Bernard Uechtritz,"Goofy,  Age 18,  Tarzana USA","Index Skate Shop, Hombre Hardware.",,,,,$0,$0,0
Brian Peterson,"Regular,  Age 22,  Albuquerque USA",None.,,,,,$0,$0,0
Brian Perez,"Goofy,  Age 19,  Corona USA","Explosive, Crown Apparel, Kings United.",,,,,$0,$0,0
Brett Powell,"Regular,  Age 12,  Wellsville USA","Garmin, Liquid Force, KC Watersports.","1,666","1,765",0,0,$0,$0,0
Johnny Saephan,"Regular,  Age 22,  Sacramento USA",None.,,,,,$0,$0,0
Johnathan Sookanan,"Goofy,  Age 17,  Fairburn USA",None.,,,,,$0,$0,0
Brian Peters,"Goofy,  Age 29,  Houston USA",None.,,,,,$0,$0,0
John Sands,"Goofy,  Age 20,  Tucson USA",Shout out to my parents they're badass.,"1,013","2,336",0,0,$0,$0,0
Brian Powderly,"Goofy,   Baltimore USA",Vu Skateshop.,,,,,$0,$0,0
John Shanahan,"Regular,  Age 22,  Stroudsberg USA",Homebase.,,,,,$0,$0,0
John Schermerhorn,"Goofy,  Age 21,  Stuyvesant USA","Monster, Six Stars.",,,,,$0,$0,0
John Spengenann,"Regular,  Age 17,  Windsor USA",None.,,,,,$0,$0,0
Bronson Phelps,"Goofy,  Age 14,  Salt Lake City USA",None.,,,,,$0,$0,0
Brian Peacock,"Regular,  Age 28,  Newark USA","Primitive, adidas, Andale, Bones Wheels.","106,156",139,"467,500",326,$0,$0,0
Johan Stuckey,"Goofy,  Age 28,  Vero Beach USA","Habitat Skateboards (flow), HUF Footwear, New Blood Skateshop, RobBrink.com, Rip and Dip Clothing.","25,422",417,"184,591",464,$0,$0,0
John Shields,"Regular,  Age 22,  ponte vedra beach USA",None.,,,,,$0,$0,0
Brodie Penrod,"Regular,  Age 26,  American Fork USA","Etnies (flow), Ricta, Mob, Krux, Milosport Orem UT,  Remind Insoles.","23,899",438,0,0,$0,$0,0
Caio Pastel,"Goofy,  Age 25,  Sao Paulo BRA",Forever Skate Shop.,,,,,$0,$0,0
Joe Seraj,"Goofy,  Age 21,  Denver USA",None.,,,,,$0,$0,0
John Sarna,"Regular,  Age 23,  Northridge USA","Focus Apparel, Active.",,,,,$0,$0,0
Joe Simmonds,"Regular,  Age 16,  Seattle USA",None.,,,,,$0,$0,0
Joey Sanchez,"Regular,  Age 21,  ABQ USA",None.,,,,,$0,$0,0
Joetaro Saito,"Regular,  Age 11,   JPN",None.,,,,,$0,$0,0
Joe Dirt Siemianowski,"Regular,  Age 28,  Detroit USA","Modern Skate Park, Detroit Hustles Harder.",,,,,$0,$0,0
Joe Simpson,"Regular,  Age 22,  Columbus USA",None.,,,,,$0,$0,0
Jocky Sompheth,"Goofy,  Age 20,  Houston USA",None.,,,,,$0,$0,0
Joe Santy,"Regular,  Age 29,  Marietta USA",None.,,,,,$0,$0,0
Joao Santos,"Goofy,  Age 25,  Epson GBR",Matix / DVS.,"2,086","1,586",0,0,$0,$0,0
Jim Spencer,"Regular,  Age 23,  Leicester GBR","Moonshine Skateboards, LEDGE skateshop.",,,,,$0,$0,0
Jimmy Sanchez,"Goofy,  Age 25,  Bradenton USA",Faze.,,,,,$0,$0,0
Jett Stanton,"Regular,  Age 17,  Green Slopes AUS","fuel skateshop, baus headwear, folklore skateboards.",37,"3,632",0,0,$0,$0,0
Jesse Stirling,Gainesville USA,None.,,,,,$0,$0,0
Jesse Swalley,"Regular,  Age 55,  Palmdale USA","Gravity Skateboards, Tracker Trucks, The Green Earth.",,,,,$0,$0,0
Jessi Smith,USA,None.,,,,,$0,$0,0
Jerry Suazo,"Goofy,  Age 24,  Kearns USA",None.,,,,,$0,$0,0
John Stenberg,"Regular,  Age 29,  Minneapolis USA",None.,,,,,$0,$0,0
Jesse Strachan,"Regular,  Age 25,  Frasier USA",None.,,,,,$0,$0,0
Jerrod Skorupski,Commerce USA,Bad News Boards.,,,,,$0,$0,0
Jerome Smaller,"Regular,  Age 24,  Atlanta USA","Punk Logic, Nuff Breakout, #epicskatesesh, Tru Skateboard Mag.",,,,,$0,$0,0
Jerome Sossou,USA,None.,,,,,$0,$0,0
Jesse Silva,"Regular,  Age 24,  San Diego USA","Sun Diego, Pig (Flow), Globe (flow), Cliche (flow).",,,,,$0,$0,0
Jermey Stamper,"Regular,  Age 27,  Hamilton CAN",Old Man Winter.,,,,,$0,$0,0
Jeremy S Stone,"Regular,  Age 17,  Colorado Springs USA",None.,,,,,$0,$0,0
Jesse Safley,"Regular,  Age 31,  Mesa USA",None.,,,,,$0,$0,0
Dominic Ruiz,"Goofy,  Age 17,  Glendale USA",None.,,,,,$0,$0,0
Jeremy Sanders,"Regular,  Age 23,  Dallas USA",None.,,,,,$0,$0,0
Joe Storm,"Regular,  Age 26,  New Smyrna Beach USA",None.,12,"3,654",0,0,$0,$0,0
Brian Paul,South Central USA,"Bridge to Skate, Dream City.",,,,,$0,$0,0
Jerrardo Sastre,"Goofy,  Age 20,  Tampa USA",None.,,,,,$0,$0,0
Dima Rodionov,"Age 27,  Saint Petersburg RUS","Absurd Skateboards, adidas Skateboarding.","2,688","1,380",0,0,$0,$0,0
Dillon Rech,"Regular,  Age 16,  Peoria USA",None.,,,,,$0,$0,0
Dimitri Rangos,"Regular,  Age 26,  Tampa USA",None.,"1,233","2,104",392,"1,613",$0,$0,0
Diego Arturo Roca Aranda,"Goofy,  Age 21,   MEX",None.,"2,064","1,597",0,0,$0,$0,0
Diego Resendiz Guizar,MEX,None.,,,,,$0,$0,0
Diego Rabago,MEX,None.,,,,,$0,$0,0
Jericho Smith,"Regular,  Age 28,  Las Vegas USA","Pharmacy, ATM, Iron Horse, Acid Wheels.",,,,,$0,$0,0
Dirk Rozendale,Almkerk NLD,None.,,,,,$0,$0,0
Diego Rosas,"Goofy,  Age 17,  PHX USA",None.,,,,,$0,$0,0
Dillon Russell,"Regular,  Age 23,  Las Vegas USA",None.,233,"3,425",0,0,$0,$0,0
Domingo Rodriguez,"Goofy,  Age 24,  Sacramento USA",None.,,,,,$0,$0,0
Devan Rice,"Goofy,  Age 23,  Jacksonville USA",Another Skate Shop.,,,,,$0,$0,0
Joey Suriel,USA,None.,,,,,$0,$0,0
Derick Rainey,"Goofy,  Age 22,  Plant City USA",None.,,,,,$0,$0,0
Dimir Ramsey,"Goofy,  Age 18,  Philadelphia USA",None.,,,,,$0,$0,0
Devlin Roberts,"Regular,  Age 25,  Tampa USA",None.,,,,,$0,$0,0
Dennis Reinhold,"Age 26,  Verden DEU",Titus Bremen.,,,,,$0,$0,0
Diana Reyes,"Age 29,  DF MEX",None.,,,,,$0,$0,0
Denzel Royalty,"Age 17,  Phoenix USA",None.,"1,112","2,225",0,0,$0,$0,0
Derek Rheaume,"Regular,  Age 22,  Cypres USA",None.,,,,,$0,$0,0
Deise Reis,"Goofy,  Age 29,  Campo Bom BRA","Wainui, Mary Jane Shoes, Marrento, Wood One Bags.","1,664","1,768",0,0,$0,$0,0
Devin Roberts,"Regular,  Age 14,  Salt Lake City USA",None.,,,,,$0,$0,0
Deon Rankin,"Regular,  Age 20,  Phoenix USA","NB Numeric, BLX Skate Shop.",,,,,$0,$0,0
David Rodriquez,"Regular,  Age 13,  Santa Fe USA",None.,,,,,$0,$0,0
Dennis Rivera,"Regular,  Age 22,  Lakeland PUR",None.,"1,184","2,153",68,"1,762",$0,$0,0
David Rešeta,"Regular,   Koc SVN",None.,,,,,$0,$0,0
David Reyes,"Regular,  Age 27,  Denver USA","etnies, Spitfire, Thunder, Eswic, 303 Board Skate Shop, Bones Bearings.","51,078",246,"606,038",275,$0,$0,0
David Rodriguez,"Regular,  Age 23,  Oklahoma City USA",None.,,,,,$0,$0,0
David Rey,Bend USA,None.,,,,,$0,$0,0
Dina Ransom,"Regular,  Age 24,  Phoenix USA","Too Many Skateboards, Gol Brix Clothing.",850,"2,539",222,"1,676",$0,$0,0
David Ruies,"Regular,  Age 21,  Philadelphia USA",None.,,,,,$0,$0,0
David Reznicek,CZE,None.,,,,,$0,$0,0
David Rysdyk,"Regular,  Age 54,  Venice USA",None.,,,,,$0,$0,0
Davide Rossano,"Goofy,  Age 14,  Pesaro ITA","Blast, Paper Surf Boardshop.",682,"2,758","4,305","1,276",$0,$0,0
David Reneau,"Regular,  Age 24,  Austin USA",Gnarnia BMX.,,,,,$0,$0,0
Danny Rodriquez,"Goofy,  Age 20,  Ocala USA",None.,,,,,$0,$0,0
Danny Riesinger,"Goofy,  Age 22,  Chicago USA",None.,,,,,$0,$0,0
Danny Rosario,"Regular,  Age 29,  Curitiba BRA","Connexion Wheels, Amount, Vans, Everlong Bearings.",,,,,$0,$0,0
David TX Rodriguez,"Regular,  Age 23,  Dallas USA",None.,,,,,$0,$0,0
Deej Redoble,"Goofy,  Age 25,  Minneapolis USA",None.,,,,,$0,$0,0
Daniel Ruiz,"Goofy,  Age 19,  Phoenix USA",None.,,,,,$0,$0,0
Fernando Oliveira,"Goofy,  Age 29,  Sao Paulo BRA","Dozape, Ollie Skate Shop, Freedom Fog.",,,,,$0,$0,0
David Rigby,ZAF,None.,,,,,$0,$0,0
Danny Reisinger,"Goofy,  Age 22,  Niles USA",None.,,,,,$0,$0,0
Dave Reul,Oceanside USA,"Embassy Skateboards, Bones Wheels, Indy, Hurley, DC Shoes, Clitz Hardware.",,,,,$0,$0,0
Enrique Ortell,"Regular,  Age 14,  Kimberley ZAF",None.,,,,,$0,$0,0
Fernan Origel,"Regular,  Age 32,  DF MEX","Supra México, Monster Energy, Jart Skateboards, Yoyo, Antifashion, Super Skateshop.",,,,,$0,$0,0
Evan Okeson,"Goofy,  Age 25,  Glendale USA","Cowtown, Pyramid Country, Send Help.",,,,,$0,$0,0
Edgar Ortiz Castillo,"Age 19,  Veracruz MEX",None.,,,,,$0,$0,0
Febri Ortega,"Goofy,  Age 23,  portland USA",None.,,,,,$0,$0,0
Eddy Ortiz,"Goofy,  Age 22,   NIC",None.,,,,,$0,$0,0
Dustin Owens,Hilo USA,"Oasis Skate Co., Shitty Kids, Mokulele Airlines, Bones, Ace Trucks.",,,,,$0,$0,0
Dustin Odonnel,"Age 22,  Fort Myers USA",None.,,,,,$0,$0,0
Evan Oliva,"Goofy,  Age 21,  Boston USA",None.,,,,,$0,$0,0
Douglas Oliveria,"Regular,    USA",None.,,,,,$0,$0,0
Eduardo Olivas,"Regular,   Chihuahua MEX",None.,,,,,$0,$0,0
Elijah Odom,"Goofy,  Age 20,  Miami USA",None.,"
                ","
                ",,,$0,$0,0
Dominique Orlandi,"Regular,  Age 22,  Blairstown USA",None.,,,,,$0,$0,0
Doug Overton,"Regular,  Age 22,  Folsom USA",None.,,,,,$0,$0,0
Diego Eliseo Ortiz,Tlahuac MEX,None.,,,,,$0,$0,0
Dylan O'Neil,"Regular,  Age 20,  Virgina Beach USA","Coastal Edge Surf Shop, Ship Yard Skates, Type S wheels,.",,,,,$0,$0,0
Diego Oliveira,"Regular,  Age 30,  São Paulo BRA","Wood Light, Dozape Skate Shop, Freedom Fog, New Skate.","6,319",933,0,0,$0,$0,0
Edward Omar,"Goofy,  Age 18,  Puerto Peñasco MEX",None.,,,,,$0,$0,0
Dee Ostrander,"Goofy,  Age 23,  Nashville USA","Baker, Emerica, Altamont, 502, Folded Skate Shop, GPen, Spitfire, Shake Junt.",,,,,$0,$0,0
David Oakley,"Goofy,  Age 23,  Sacramento USA","Goon Platoon, Mozzy.",,,,,$0,$0,0
David Otterson,"Regular,  Age 22,  Salt Lake City USA",None.,,,,,$0,$0,0
Felipe Ortiz,"Regular,    USA",Blind.,,,,,$0,$0,0
Darren Oatley,ZAF,None.,,,,,$0,$0,0
Daniel Ortega,"Regular,  Age 16,  Denver USA",None.,,,,,$0,$0,0
Danny Overmeyer,"Age 17,  Orlando USA",None.,,,,,$0,$0,0
David Oskin,"Regular,  Age 9,  Morristown USA",None.,,,,,$0,$0,0
Darius Owens,"Regular,  Age 22,  Douglasville USA","Dreamcomefirst Clothing, Nuffbruk Out.",,,,,$0,$0,0
Devon Olson,"Regular,  Age 20,  Phoenix USA",None.,,,,,$0,$0,0
Daniel Ortiz,"Goofy,  Age 17,  San Antonio USA",None.,,,,,$0,$0,0
Daniel Orozco,"Goofy,  Age 16,  Avondale USA",None.,,,,,$0,$0,0
Dakota Overbauca,"Regular,  Age 21,  Dallas USA",None.,,,,,$0,$0,0
Craig O'Brien,"Regular,  Age 16,  Atlanta USA",None.,,,,,$0,$0,0
Dallas Oberholzer,"Regular,  Age 42,  Durban ZAF","Indigo Skate Camp, Vans, Element.","1,585","1,821","24,877",858,$0,$0,0
Colin O'Neill,"Goofy,  Age 18,  Augusta USA",HICWAREHOUSE for always holding it down.,,,,,$0,$0,0
Cohl Orebaugh,"Regular,  Age 21,  Liberty Lake USA","Pyramid Skate Shop, CDA Idaho.",,,,,$0,$0,0
Cody Obrien,"Goofy,  Age 27,  Ft. Pierce USA",Undercover.,,,,,$0,$0,0
Cipriano Ornelas,"Regular,  Age 19,  Cedar City USA",None.,,,,,$0,$0,0
Dakota Olave,"Regular,  Age 21,  Buena Park USA","Pope Skates, Immortal Laces, Arcade Belts, 187 Killer Pads.","2,209","1,540",254,"1,665",$645,$505,7
Brenna Pawley,"Goofy,  Age 22,  Glendale USA",None.,,,,,$0,$0,0
Brayden Portwood,Ozark USA,None.,,,,,$0,$0,0
Braxton Powers,"Regular,  Age 26,  Riverside USA","Foundation, Pig, Indy, Bro Style, Agency Boardshop, etnies.",,,,,$0,$0,0
Donte Overton,Victorville USA,Ceo Skateboards- Madrid Fly Paper- Cadalaic Bearings- X-Caliber Trucks-Unan1mous Clothing-Black fly (flow).,,,,,$0,$0,0
Brannsston Pulis,"Goofy,  Age 17,  Sacramento USA",None.,,,,,$0,$0,0
Dalton Oklesson,"Regular,  Age 25,  McDonough USA","Hazard County Skatepark, Lakai (flow), Surwolf Skate Apparel.",,,,,$0,$0,0
Brandon Palmer,Tampa USA,None.,,,,,$0,$0,0
Damien Olivo,"Regular,  Age 19,  San Antonio USA",SkateFam JunkysSkateShop BadSeedSkateboards.,"3,013","1,315",0,0,$0,$0,0
Brandon Potts,"Regular,  Age 24,  Tempe USA",Duco Skating.,,,,,$0,$0,0
Connor Ose,USA,Talent.,,,,,$0,$0,0
Brandon Padayao,"Goofy,  Age 24,  Greenbelt USA","Tail Bone Skate Shop, Speedlab Wheels flow.","1,573","1,832",0,0,$0,$0,0
Brandon Pope,Chula Vista USA,"Pope Skates, 187 Killer Pads & Outlaw Belts.",,,,,$0,$0,0
Braydon Ponting,"Goofy,  Age 18,  Shepparton AUS",None.,,,,,$0,$0,0
Brandon Perelson,"Goofy,  Age 24,  San Diego USA","Welcome, Indy, adidas, Route 44.",,,,,$0,$0,0
Braden Peters,"Regular,  Age 12,  PHX USA",None.,,,,,$0,$0,0
Brandon Payne,"Regular,  Age 32,  Phoenix USA","IRTechnologies, JNCO, Acid Drop Skateboards, Sixstarz, SHK.",,,,,$0,$0,0
Bohdan Porada,"Regular,  Age 24,  Lubny UKR","Born Skateboards, Ukrainian Skateboarding Association, SPY Optic, Hvilinka.","1,219","2,114",0,0,$0,$0,0
Brad Palie,"Regular,  Age 16,  Kimberley ZAF",None.,,,,,$0,$0,0
Bradley Plind,"Goofy,  Age 11,  Atlanta USA",None.,,,,,$0,$0,0
Dewanye Ross,"Regular,  Age 18,  Rampton USA",None.,,,,,$0,$0,0
Daywan Owens,"Goofy,  Age 22,  Surprise USA","Crazyriding, Sweetleaf Farms.","1,013","2,336",0,0,$0,$0,0
Bob Pratt,"Regular,  Age 46,  Melbourne USA",FIEND BMX.,,,,,$0,$0,0
Brannston Pulis,"Goofy,  Age 17,  Sacramento USA",None.,,,,,$0,$0,0
Bradley Pline,"Goofy,  Age 11,  Atlanta USA",None.,,,,,$0,$0,0
Bill Pena,"Regular,  Age 17,  Belair USA",None.,,,,,$0,$0,0
Blake Parrish,"Regular,  Age 20,  Denver USA",None.,,,,,$0,$0,0
Bill Pollard,"Goofy,  Age 37,  Lake Worth USA",None.,,,,,$0,$0,0
Blaine Partridge,"Regular,  Age 20,  Jacksonville USA","Sb Skate Shop, Etnies(flow).","1,594","1,815","2,056","1,406",$0,$0,0
Bernardo Pacheco,"Goofy,  Age 15,   BRA",None.,617,"2,867",0,0,$0,$0,0
Blake Peters,"Age 23,  San Diego USA",None.,,,,,$0,$0,0
Bradley Palmer,"Age 14,  Pretoria ZAF",None.,,,,,$0,$0,0
Benn Pigot,"Age 29,  Sydney AUS",None.,,,,,$0,$0,0
Blake Price,"Goofy,  Age 15,  Tempe USA",None.,,,,,$0,$0,0
Benjamin Perez,"Regular,  Age 17,  Santiago CHL",None.,,,,,$0,$0,0
Bill Pierce,"Goofy,  Age 29,  Neptune USA","KCDC, Coda Skateboards, Lakai (flow), Five on That.",,,,,$0,$0,0
Ben Paterson,"Regular,  Age 23,  Toronto CAN","Altamont, Stance, Darkstar Skateboards, Official, Ripe Grip, Skate Loft Skatepark.",6,"3,666","6,696","1,184",$0,$0,0
Beckham Poole,"Goofy,  Age 9,  Salt Lake City USA",None.,,,,,$0,$0,0
Barney Page,USA,"Enjoi, etnies, Red Bull.",,,,,$0,$0,0
Balt Perez,USA,Boarders.,,,,,$0,$0,0
Ayakin Patrzynski,USA,None.,,,,,$0,$0,0
Jeremy Sramek,"Regular,  Age 15,  Denver USA",None.,,,,,$0,$0,0
Austin Poynter,"Goofy,  Age 22,  San Diego USA","Oakley, GoPro, Bones Wheels, Ocean Current, S-One, 187 Killer Pads, McGills Skateshop, Bull Taco, Osiris Shoes.","3,455","1,223",0,0,$0,$0,0
Jeremy Stone,"Goofy,  Age 17,  Johannesburg ZAF",None.,837,"2,551",0,0,$0,$0,0
Jereme Sneath,"Goofy,  Age 22,  Elk Grove Village USA","FA Skates, Deep Dish.",,,,,$0,$0,0
Jenn Soto,"Goofy,  Age 21,  Jersey City USA","Classic Skate Shop, Nike SB, Primitive Skateboarding, Bones Wheels, Thunder Trucks.","10,593",726,0,0,$0,$0,0
Austin Parish,"Age 20,  Houston USA",None.,,,,,$0,$0,0
Jeffrey Smith,"Regular,  Age 24,  Brooklyn USA",None.,,,,,$0,$0,0
Jeremy Salazar,"Regular,  Age 23,  ABQ USA",None.,,,,,$0,$0,0
Bettina Pfeifer,"Goofy,  Age 25,  Galtür Österreich AUT","Textil Rausscher Gmbh, The Cradle Skatepark.",380,"3,199",0,0,$0,$0,0
Billy Pepper,USA,Former pro for Element..,,,,,$0,$0,0
Jeff Slaven,"Regular,  Age 23,  Chicago USA",None.,977,"2,380",0,0,$0,$0,0
Jed Shooter,"Regular,  Age 36,  Fayetteville USA","Endless Grind, Post 22, Proof Apparel.",,,,,$0,$0,0
Jeff Smit,NLD,None.,,,,,$0,$0,0
Bannston Pulis,"Goofy,  Age 17,  Sacramento USA",None.,,,,,$0,$0,0
Jeremiah Smith,Cincinnati USA,"GT Bikes, Triple 8 Helmets, 50/50 Bike Shop, Fifteen52, Lee House Tattoos.",,,,,$0,$0,0
Jean Marc Soulet,"Goofy,   Karlshamn USA","Newsoul Skateboards, eS Footwear, One Off, Burn, Venture, New Era.",,,,,$0,$0,0
Jeff Survaugh,"Regular,  Age 25,  Lithia USA",None.,,,,,$0,$0,0
Jayjay Sharkey,"Regular,  Age 25,  Tampa USA",None.,,,,,$0,$0,0
Jay Schlie,"Age 41,  Minneapolis USA",None.,395,"3,179",0,0,$0,$0,0
Jay Smith,"Regular,  Age 54,  Los Angeles USA","Shoutout to the Memory of Ray Underhill, Frank Hawk, Jeannie Hoffman and my Dad.",148,"3,531",0,0,$0,$0,0
Javier Fioretto Soria,"Regular,  Age 18,  Valencia ESP",None.,,,,,$0,$0,0
Jean-Thomas Saldou,FRA,None.,,,,,$0,$0,0
Jay Sholes,"Goofy,  Age 26,  Farwell USA","Lucid Dreams Skateboards, Bryan Schaefer.",,,,,$0,$0,0
Ben Patterson,"Regular,  Age 23,  Toronto USA",None.,,,,,$0,$0,0
Javier Salas Gandara,MEX,None.,,,,,$0,$0,0
Jayden Shaw,"Goofy,  Age 9,  Detroit USA",None.,,,,,$0,$0,0
Javier Salas,USA,None.,,,,,$0,$0,0
Javier Sarmiento,"Goofy,  Age 37,  Vitoria ESP","Volcom, Nixon, Stance Skateboard Shop, Bones, Grizzly Grip, Sk8mafia, Supra.",,,,,$0,$0,0
Javier Suarez,ESP,None.,,,,,$0,$0,0
Jason Salillas,"Goofy,  Age 20,  Birmingham USA","Welcome Skateboards, Faith Skate Supply, Altamont, Nike SB (flow).","5,326","1,010","11,561","1,050",$0,$0,0
Jason Soper,"Regular,  Age 41,  Lakeland USA",Coyle Chiropractic.,,,,,$0,$0,0
Jeffery Shemay,"Goofy,  Age 13,  Dallas USA",None.,,,,,$0,$0,0
Jason Sandavol,"Regular,  Age 17,  Tampa USA",None.,,,,,$0,$0,0
Jay Santagelo,"Goofy,  Age 22,  Carlsbad USA",None.,,,,,$0,$0,0
Javier Silva,"Regular,  Age 28,  Bogota COL",None.,263,"3,372",0,0,$0,$0,0
Javier Silba,"Regular,  Age 18,  New York City USA",None.,,,,,$0,$0,0
Jason Stuckey,"Goofy,  Age 46,  Orlando USA",Ronix.,"1,422","1,935",0,0,$0,$0,0
Jason Sinnawi,"Regular,  Age 28,  Springfield USA","Palace 5, Gimmick, adidas (flow).",,,,,$0,$0,0
Jasahn Stewart,"Goofy,  Age 22,  West Orange USA","Gardensk8, Shreducate.",,,,,$0,$0,0
Jarrod Smith,"Age 12,  Lakeside USA",None.,,,,,$0,$0,0
Jarrod Schebilski,"Goofy,  Age 19,  North Port USA",None.,,,,,$0,$0,0
Jarrett Smith,"Goofy,  Age 23,  Converse USA",None.,,,,,$0,$0,0
Daniel Ramos,"Regular,  Age 17,  Las Vegas USA",None.,,,,,$0,$0,0
Jaryn Sluchinski,"Regular,  Age 16,  Vancouver USA",None.,,,,,$0,$0,0
Daniel Reid,"Goofy,  Age 17,  Atlanta USA",None.,,,,,$0,$0,0
Jason Siebert,"Goofy,  Age 21,  Crystal Lake USA","Smalltown Skate Shop, RVCA, Stance.",,,,,$0,$0,0
Dan Rogers,Los Angeles USA,Asphalt Yacht Club.,"
                ","
                ",,,$0,$0,0
Daniel Rousell,"Goofy,  Age 17,  Toronto CAN",None.,0,"3,684",0,0,$0,$0,0
Dan Robbins,"Regular,  Age 23,  Lansdale USA",One Skateboards.,"1,095","2,239",0,0,$0,$0,0
Jason Schooley,"Goofy,  Age 43,  Glendale USA",None.,,,,,$0,$0,0
Dan (Daniel) Rodriguez,"Goofy,  Age 18,  Los Angeles USA",Maintain Skate Shop.,,,,,$0,$0,0
Daniel Rahman,"Goofy,  Age 19,  Prague CZE",None.,"3,298","1,257",0,0,$0,$0,0
Jason Soria,"Regular,  Age 28,  Buffalo USA",None.,,,,,$0,$0,0
Dane Reising,"Regular,  Age 24,  Seattle USA",None.,,,,,$0,$0,0
Damian Remirez,"Regular,  Age 15,  Houston USA",None.,,,,,$0,$0,0
Dallas Rockvam,"Regular,  Age 32,  Sioux City USA","Perus Crew, Franck, Indy, Nike SB, ETA Griptape, Witchcraft Hardware.",,,,,$0,$0,0
Dallas Roland,"Regular,  Age 24,  Boston USA",None.,,,,,$0,$0,0
Damon Rogeos,"Regular,  Age 24,  Lincoin USA",None.,,,,,$0,$0,0
Damien Rubis,USA,None.,,,,,$0,$0,0
Dakota Roche,"Age 30,  Huntington Beach USA","Cult, Vans, Monster Energy, Stance, Cinema, Dans Comp.","191,342",61,"75,701",619,$0,$0,0
Jay Smith aka Jay,"Goofy,  Age 11,  Brisbane AUS",None.,,,,,$0,$0,0
Cyrus Robinson,"Regular,  Age 17,  Washington DC USA",None.,,,,,$0,$0,0
Crow Renager,"Goofy,  Age 16,   USA",None.,,,,,$0,$0,0
Dakota Roberson,"Goofy,  Age 30,  Houston USA","Southside Skatepark, Gnarboro, Thunder, Moontower Inn, Nevermind Skateboards.",274,"3,358",0,0,$0,$0,0
